"name","desc","id","category","sub_category","tags","logo","detail.welcome","detail.prop","detail.gptlink"
"Code Wizard Taiwan","A talented programmer responding in Traditional Chinese, tailored for Taiwanese users.","MTgxODEyNTY1ODM2MTIwNDBk","Code","Code assistant","[""programmer"",""Taiwan"",""Chinese""]","https://files.oaiusercontent.com/file-waQdO8vapLaKCGci7Y9vZavV?se=2123-10-17T09%3A05%3A19Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D814f7f34-27a1-4aa7-a398-65b0869bebbc.png&sig=CXIWId4KSn8QaiJYhVCivrcih1fgNEpr72/fkfAAwX4%3D","歡迎！我可以幫您解決程式設計相關的問題。","請向我說明什麼是物件導向程式設計？,如何使用 Python 來寫一個簡單的網站爬蟲？,我的 Java 程式有錯誤，請幫我修正。,請給我些最新的軟體開發趨勢。","https://chat.openai.com/g/g-yys79Wsel"
"TALL GPT","Expert in TALL stack, aiding in rapid app development","MzgzMjM4MDIwOTEwMTIyZjA5","Code","Code assistant","[""TALL stack"",""rapid app development"",""backend development""]","https://files.oaiusercontent.com/file-wg4eFwmXa5Ya5bRCu6uRVJqr?se=2123-10-22T19%3A59%3A55Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D5c636d86-680a-4722-8d20-09b4baa9c44b.png&sig=gexyNDAsauxHsg6PL8tebbVSGvYWn92gBGUphIXbqlw%3D","Welcome to TALL GPT! Ready to build fast?","Can you explain x-model to me?,How do I dispatch an Event with Livewire?,Does Laravel scale?,Add a gradient hover to a button","https://chat.openai.com/g/g-YSYchqsNh"
"Code Buddy","Your own personal senior software engineer mentor critiquing and optimizing your code helping your improve.","NTA1MzE2MjcyNjUxNTcwNTM5","Code","Code assistant","[""code review"",""mentorship"",""productivity""]","https://files.oaiusercontent.com/file-TJ15MjbPiMEssyTErn6qJ8l1?se=2123-10-17T10%3A40%3A22Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D6fa4bbac-94c0-418d-9013-8251254f0b5b.png&sig=a8/vp1si7GyR7EWLeH2tpjmDYvdNM86itC2AuWcNDE8%3D","Hello! Ready to optimize and review your code.","Can you review this code for optimization?,How can I improve the readability of my script?,Is there a more efficient way to write this function?,What are the best practices for this code structure?","https://chat.openai.com/g/g-12wFG06dX"
"Code Mentor","A code review bot that offers insightful advice based on NextJs Documentation.","MTIwMjA1MDk1NDE3MGE1NTJi","Code","Code assistant","[""code review"",""bot"",""NextJs""]","https://files.oaiusercontent.com/file-zcromfjpFUxnTFUGj4CYkQJr?se=2123-10-17T17%3A54%3A28Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%2520Cartoon%2520Equals.png&sig=WsestoTKQvVCO0vyjaVwnyF10TqhKNi62/HS9v6x0jQ%3D","Hello! Ready to review and improve your code!","Can you help with a NextJS issue?,How does this React code look?,Is there a better way to write this function?,What does this error message mean in NextJS?","https://chat.openai.com/g/g-scdh5vk4J"
"ChatXGB","GPT chatbot that helps you with technical questions related to XGBoost algorithm and library","MDUxMDU4MDg1NTUzMTUzMzJl","Code","Code assistant","[""XGBoost"",""Chatbot"",""AI"",""Machine Learning""]","https://files.oaiusercontent.com/file-2A75JzrlEL3OtHu3KQBXhVsS?se=2123-10-14T12%3A36%3A41Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3De73f9931-64c4-4e87-88fc-8090bdea1f9c.png&sig=rH8WcY6d1CREZSTxKtH9xVEXEkm1FGF8RwXLAFlzUCA%3D","Hello","How can I use XGBoost with GPUs?,How do I train multi-target XGBoost?,What are the most important hyper parameters that need to be optimized?,How do I install XGBoost?,Does XGBoost have Rust support?","https://chat.openai.com/g/g-dq9i42tRO"
"GPT CodeCopilot","Your AI-Powered Software Development Wingman. Elevate your coding journey with precise, step-by-step guidance and tailored code solutions. Expertise in software development made efficient and accessible, like a 10x programmer by your side.","NTMyNTMwMWIzNDU0MzQzYjBk","Developer tools","Code assistant","[""AI"",""Coding"",""Assistant""]","https://files.oaiusercontent.com/file-UQLX4c22Xf5n5sxQqAnvnIzS?se=2123-10-14T03%3A13%3A31Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dfile-qWGMPKUQlL5BOMMVYiV5vBe2.png&sig=kq6m/S3OUXLsAZxy1tFtXMaN2ANWeXT8vCnCgzwVf0w%3D","Hello","/start","https://chat.openai.com/g/g-2DQzU5UZl"
"Gerrit for Chromium","Search Gerrit Code Review for Google Chrome. Helps analyzing code changes, bugs, features, and more.","MTEzYjE0MjUyYjMwNTkwYjM0","Code","Code assistant","[""code review"",""chromium"",""google chrome""]","https://files.oaiusercontent.com/file-BrEN9kyzM2ezBabvdmZXWxYo?se=2123-10-13T21%3A10%3A09Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D4096.png&sig=gIXKZ2dlmKw2m5vJPr3H0j7%2BkiN%2BMQqWfGoTtU%2BVAAg%3D","Hello","Could let me know what WebAssembly related changes happened in Gerrit recently? Could you explain what lines of code were changed and why?,What new project V8/V8 features have been added with Gerrit recently? Can you explain the changes?,Can you look up the info in Gerrit for https://chromium-review.googlesource.com/q/bug:1452019? Could you explain the code fix?,Could you get me all the recent changes (last 10 is fine) that `[email protected]` made? After that, could you also get the file changes for each? And lastly, can you show the lines that were changed?","https://chat.openai.com/g/g-pZuDJQ8jU"
"Git Repo Analyst","I analyze repos and suggest README updates.","MDkzNjU3MjgwMjM5MzY1MDBh","Code","Code assistant","[""documentation"",""github"",""open source""]","https://files.oaiusercontent.com/file-qzvCk4P9WmhUHb9ykzTpi8uH?se=2123-10-14T12%3A02%3A28Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D998740a1-0924-4def-a21c-42fdafc9a9f2.png&sig=sEVcXCsb3CuKHE3d9Vc/5b3x73UGf5oxQI2URyNpueY%3D","Ready to dive into your repo's latest updates!","What's new in my repo?,Explain the latest commit.,Update my README please.,Summarize recent changes.","https://chat.openai.com/g/g-hW6IcXW1k"
"Hype Code Wizard","Grizzled coder with a Rust & Go bias and a side of humor.","MTkxODJhMjgzOTE0MTMzMTAz","Code","Code assistant","[""chatbot"",""humor"",""rust"",""go""]","https://files.oaiusercontent.com/file-jH1lETMz24jpwMuIDFWiRg1e?se=2123-10-16T03%3A54%3A07Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dfbb51463-a9f1-47cd-a274-96815e287d06.png&sig=MtxU7x/35%2BNLsIp4rJvzLm27ySB2vNiyOKRvRLzxpVU%3D","Ready to learn Rust & Go the right way, with a dash of humor?","Explain Rust like I'm five.,Why is Go better?,Tell me a coding joke.,Compare Rust to TypeScript.","https://chat.openai.com/g/g-xyKIXurPb"
"Django Dev Helper","Your go-to Django development assistant.","MDQzMzA4MTQyNzA3MzY1MTIz","Code","Code assistant","[""Django"",""Python"",""Web development"",""Coding assistant""]","https://files.oaiusercontent.com/file-8dDfHszHTThd3azVuam6j1rG?se=2123-10-15T19%3A54%3A29Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D56d39a24-b9ba-44d9-b58c-3bbd76f526d1.png&sig=Rs9XCNQlEpVfvZ%2BmqSpYtZ0NU9yLEHNy03P7GKuUwsw%3D","Hello, let's work on your Django project!","Refactor my Django code,How do I test this in Django?,Explain Django middleware,Best practices for Django models","https://chat.openai.com/g/g-eRiuFfW0B"
"プログラミング花子先生","プログラミングに関することなら何でも聞いてください！初心者でもわかりやすく教えます！","MGYxOTJiMGE1NzNiMzIwZjM2","Programming","Code assistant","[""Programming"",""Chatbot"",""Education""]","https://files.oaiusercontent.com/file-9LQYXwoedsprd0Vl9MvGaXiC?se=2123-10-16T05%3A53%3A16Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D7976f44a-ffb9-442f-8e39-5d5df1f06bdc.png&sig=zmX04Cwcuux0Z2iBxYv92sUV0BSVapMb8XJ3P7uPLGY%3D","はい！プログラミングのお悩み、一緒に解決しましょうね。","この Python エラーを直して：,このコードを教えて：,この機能をどう実装する？,関数を書いて：","https://chat.openai.com/g/g-nxJk6ZSnW"
"SindreGPT","Ask Sindre Sorhus anything (about code, app support, open source, personal stuff, etc). Sindre is a full-time open-source maintainer and app developer.","MDUwNzUxM2IwZTIzMjc1ODJm","Developer","Code assistant","[""Q&A"",""Chat"",""Open source""]","https://files.oaiusercontent.com/file-VDox1L80pSan9mLnZi2IHhZK?se=2123-10-16T10%3A05%3A02Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D0SzJoz_J_400x400.png&sig=7dsXpEaSlNFFPJWyBjAAj0fR1jMV7CrP/yilqU9TqHE%3D","Hi, I'm Sindre Sorhus. How can I help you today?","Tell me about your latest project.,What's your daily routine like?,Are you real?,How do you come up with app ideas?,Where do you live?,What's your favorite food?,How old are you?,What are your favorite Swift features?","https://chat.openai.com/g/g-df0ZoBF9N"
"Code Mentor","Your personal code review companion","NTkxOTI1MjgxYjUxMDYyNjIz","Code","Code assistant","[""programming"",""code review"",""mentor""]","https://files.oaiusercontent.com/file-f7riBSvD3AAdnJjWHPc2gskI?se=2123-10-16T09%3A52%3A05Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Df72b0165-c939-4699-aa49-b784e9aa979c.png&sig=evvUFnJ1S9AEwNvpsr5AcJrjmLz9NGcUsRN%2Bd/UsSNs%3D","Hello! Ready to review your code.","Review this JavaScript function.,Can this Python code be cleaner?,How is my Java method?,Check this C++ class for errors.","https://chat.openai.com/g/g-8xDIz0gGB"
"SymfonyGPT","Symfony 6/PHP 8 Expert Advisor","MzcxODBkMDgyNTA4MzIxODAy","Code","Code assistant","[""PHP"",""Symfony"",""Web development""]","https://files.oaiusercontent.com/file-zXKt9IxFj1V7gaCsiAg5Fxth?se=2123-10-16T08%3A32%3A00Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DSymfonyGPT.png&sig=J%2B3gQTMw9eQYwku9StknCuO35ABpB2ldEQHWn16wGU8%3D","Hello! Ready to master Symfony 6 and PHP 8?","How do I install Symfony?,Fix this PHP error:,Symfony best practices?,PHP optimization tips?","https://chat.openai.com/g/g-VyliDiSyc"
"SwiftUI GPT Tools","Your SwiftUI coding companion","NTkwNTA4MzIyZDBlMDgzMTI2","Code","Code assistant","[""SwiftUI"",""GPT"",""AI"",""coding""]",,"Hello","How can I create a gradient background?,Fix this SwiftUI button alignment.,What's new in the latest SwiftUI update?,Suggest a layout for a user profile screen.","https://chat.openai.com/g/g-8diSLoiPG"
"Unity Wiz","Unity C# Code Expert","MDQzNTM2MDMwZDA5MTAzYjJl","Code","Code assistant","[""Unity"",""C#"",""code generation""]","https://files.oaiusercontent.com/file-p79EAeZpC6pbL0emMZXc5CHU?se=2123-10-16T19%3A53%3A54Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D1515762.png&sig=fOSDo83SCVbstnsA/UlKhHBAu7lIvVtFoEjDhlnoUgI%3D","How can I assist with your Unity code today?","Optimize this Unity script,Translate this to C# for Unity,How do I code this in Unity?,Debug this Unity C# code","https://chat.openai.com/g/g-eTWblhqZO"
"Code Critic Gilfoyle","Gilfoyle-style coding sidekick","MzcwYzFiMjIzNjBmMDI1NTU3","Text","Code assistant","[""coding"",""programming"",""developer"",""assistant""]","https://files.oaiusercontent.com/file-cSEGcYsw06PMYuG532RGjEfO?se=2123-10-16T20%3A37%3A25Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D5412f020-bfd8-48f5-af34-337b45d35704.png&sig=BQejLXdsFabr85cGl0RsAaTsNAlxYjY0wt93PKBSdpc%3D","What's your coding crisis today?","Debug this code.,What's wrong with my function?,How do I optimize this?,Explain this algorithm.","https://chat.openai.com/g/g-VmzCWnc46"
"WordPress GPT (v1.1)","WordPress Developer Assistant","M2I1OTMzMTUwMzJiMzcxNDI0","Code","Code assistant","[""wordpress"",""gpt"",""ai"",""assistant""]","https://files.oaiusercontent.com/file-xkcxb1zFohxz9D5taaMSqjym?se=2123-10-16T05%3A27%3A13Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D2704cc92-ec89-4e14-b3b9-f4a71027f96e.png&sig=vn5S1imJJ%2Bykt4BPLMBkBXbNWPFJhUbAWAcaxKEbLDg%3D","Welcome to your WordPress development helper!","Give me the boilerplate for a new block theme","https://chat.openai.com/g/g-Z8RtbJVuE"
"Java Penguin","A Java expert with a friendly, penguin-like approach.","MmE1MDU2NTgxODJlMzkzYjU4","Code","Code assistant","[""Java"",""coding"",""programming""]",,"Hello! 🐧 How can I assist you with Java today?","What is Poo?,Does this java code follow good programming practices?,What is Java?","https://chat.openai.com/g/g-K179yOXZ9"
"JS to Goated TS","Professionally converts JS to TS with best practices.","NTIyNDM4MGIwOTA1NTEyNjEy","Code","Code assistant","[""javascript"",""typescript"",""conversion"",""refactoring""]","https://files.oaiusercontent.com/file-YWPxh122JyjGgEIddUp7QNKo?se=2123-10-17T13%3A59%3A54Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D47bbfa04-1ae9-46ed-8329-f4f0ed9800d0.png&sig=zvi/cybZYcVdW%2BwnSuX/6sbpbD1Der/M4%2BMfstGy%2BwA%3D","Hello, let's convert your JavaScript to TypeScript following best practices.","Convert this JS File to TypeScript,Optimize this TS File","https://chat.openai.com/g/g-3EYjhd0Gs"
"ESLint Rule","Generate your eslint rule","MDcyYzI1MDAyODA1MzQzYjJk","Code","Code assistant","[""linting"",""javascript"",""eslint""]","https://files.oaiusercontent.com/file-qfZCbm72o4aAesFSclIw3ul3?se=2123-10-17T14%3A06%3A19Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D2eb510ae-b764-4acf-a785-990aa1a922e1.png&sig=ZBJg7Yo5ZO5SywMhggyt5eJyK7LTmZ3RFfg92TUhhB0%3D","Hello","","https://chat.openai.com/g/g-fMDaIdUZL"
"CS50 Tutor","Your pseudo Harvard professor for computer science queries, blending academic rigor with supportive guidance.","NTAyYTJhMGYxOTNiMTIwODA3","Code","Code assistant","[""tutor"",""computer science"",""programming""]","https://files.oaiusercontent.com/file-mWxCJGwotUcIYbxzLbtei215?se=2123-10-17T19%3A32%3A37Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D404eed46-21ea-4438-a399-f12a03650846.png&sig=t/iMfrsOZcQRFTlVreQUm0VuXegqkQLih%2BnKJTg7BaQ%3D","Hello","How do I approach a problem set in CS50?,Can you explain recursion in the context of CS50?,What are the key learning outcomes of CS50?,How does CS50 introduce the concept of algorithms?","https://chat.openai.com/g/g-1KKnxZsif"
"Bot the builder","Go and build something, I’ll provide some feedback to help you up your game!","MzEwMjAyMjUwNTJmMjcwZjUy","Code","Code assistant","[""chatbot"",""feedback"",""assistant""]","https://files.oaiusercontent.com/file-I66yp1H4ySCHyh4XRDKvH720?se=2123-10-17T21%3A23%3A20Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D5f7c7455-9c5c-4b26-b0ee-05e5f77c2979.png&sig=f6hIYzgnDzrhF/exZfbWgLHq19k7RZgrD9Bg48h4xgs%3D","Hello","I’ve built a castle, can I share a picture?,Help me build a house of cards.,I love cardboard boxes, do you want to see my pirate ship?,My space ship is so cool, do you want me to show you?","https://chat.openai.com/g/g-PccDdNFn3"
"Code Namer","Suggests five English variable names and explains in the user's language.","MmQyNTUwMDYyMzFiMzMwZjM0","Code","Code assistant","[""variable naming"",""code generation"",""developer assistance""]","https://files.oaiusercontent.com/file-Dq9O1y64vyvtM9AFRwNjLBH8?se=2123-10-17T21%3A13%3A37Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D6066dd6b-8ef4-4cc6-8877-b98a45ccc4ea.png&sig=2cx/PoeIoihJ3l4aYiqUmnhVg8Cc4fV8V3xqguikhe4%3D","Hello! I'll suggest variable names in English and explain them in your language.","Explain these five names for a login count variable in Spanish,Describe why these five variable names are suitable in French,Give reasons for these five variable names in German,Why are these five names good for a payment status variable, in Italian?","https://chat.openai.com/g/g-LD1gBzRnU"
"GGML Guide","Daily-updated expert in GGML, whisper.cpp, and llama.cpp.","MzQzNTJjMjI1MzBlMmIyODIw","Code","Code assistant","[""ggml"",""github"",""programming""]","https://files.oaiusercontent.com/file-jsQUxHNusmlyoy9kBCCTeMDY?se=2123-10-17T23%3A41%3A04Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D8f51a590-3fc3-49d8-b84e-b7a6930bbc32.png&sig=vxFYheIJAAJjQr7lRFfeYlFnyVRGS0wc%2BFZrChD%2BJ50%3D","Hello, I'm your GGML Guide, updated daily! How can I assist you with GGML, whisper.cpp, or llama.cpp?","How do I use this function in ggml?,Can you explain this part of whisper.cpp?,What's the best way to implement this in llama.cpp?,I'm stuck with this GGML code, can you help?","https://chat.openai.com/g/g-UTMC2oJIA"
"SnarkyPy","A playful code roaster following Google's Python style guide.","MTkzNTBmMDQwODEyNTgwODA4","Code","Code assistant","[""python"",""code review"",""linter""]","https://files.oaiusercontent.com/file-GIXphWBgpTh3q32ZGQmo93Qv?se=2123-10-18T01%3A13%3A39Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D487c2511-aa44-4418-abea-295a17eb881c.png&sig=vpxGbYvQrhS/ehbXznpK%2BSyEAVXZQeTnA6AawcBq3UU%3D","Ready to roast your Python code, but remember, it's all in good fun!","Check this Python code:,Roast my function:,Is this Pythonic?,Review my script:","https://chat.openai.com/g/g-xTneis9ii"
"Libtorch Pro","Your expert in libtorch and C++ programming.","MDgzYjJlNTkyYjBjMTUzNzA3","Programming","Code assistant","[""libtorch"",""C++"",""programming""]","https://files.oaiusercontent.com/file-fhwQsErjdnR9G7HqGkslHoxE?se=2123-10-18T06%3A17%3A26Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D77644ad1-2be7-4fa2-a6f2-48aa000292e0.png&sig=vT31NcSc3RX2WPHwMWm7tTTv/e2wgD2d9YCNrRFn9mo%3D","Hello, I'm Libtorch Pro, your expert in libtorch and C++!","Can you explain how to use the libtorch tensor library?,What are the differences between PyTorch and libtorch?,Can you check my code for me?,How can I use a PyTorch model in Libtorch?","https://chat.openai.com/g/g-iZO8JmtVf"
"Android Dev Helper","Casual and friendly Android dev assistant.","MzYwMDNiNTEwOTU2MTkxNjI0","Code","Code assistant","[""android"",""mobile"",""developer"",""assistant""]","https://files.oaiusercontent.com/file-INNaTeMmwvW3ZiMngQGvR1rt?se=2123-10-18T08%3A41%3A34Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dd93a9570-0eaf-4bf7-9985-8ae4d61f89f8.png&sig=y047wy3wgK8RI6CnmWR0qWW5vs9LsalSRnIS6J7%2BCTI%3D","Hey there! Let's dive into Jetpack Compose, Kotlin, and library versioning in Android!","How do I use Jetpack Compose for UI design?,Explain Kotlin coroutines in Android apps.,Best practices for managing library versions in Android.,Troubleshoot a Jetpack Compose layout issue.","https://chat.openai.com/g/g-WaZ0h7xwE"
"LGPTM","Expert in breaking down git diffs for better, humor-infused code reviews.","NTIwNjU0NTQyOTI3MDgzNjU4","Code","Code assistant","[""git"",""code review"",""humor""]","https://files.oaiusercontent.com/file-wTkbYf6Fps3lcQFgre1TgY1T?se=2123-10-18T12%3A48%3A32Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Db4e657e0-b2dd-42c3-a7d3-e3eb9ef3640d.png&sig=%2ByGodrvICicQYFIJZ1MXAm8vPP8WhtAg2TvGZu7amzE%3D","Hello! Ready to 'ship it better' with LGPTM's help?","How do I break down this large git diff?,Can you explain atomic commits?,I need help with modular design in my code.,What's the best way to manage code dependencies?","https://chat.openai.com/g/g-3g55HFiW9"
"Deep Thought Dev","Opinionated GPT that has an opinion on anything Programming.","MDQwZDAwMWI1NTM1MTMyZDU3","Code","Code assistant","[""chatbot"",""opinionated"",""programming""]","https://files.oaiusercontent.com/file-NQdCdGO5C7d3t29ZNiifqES6?se=2123-10-17T18%3A39%3A45Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Df1dbbbe1-043a-49fe-82d5-80c7905f4b43.png&sig=o6FE4tD9/6vW8ARj6PUidpCd1VAdKbIP7W26X5Ez9Uw%3D","Hey there, Earthling! Ready for some tech laughs and insights?","What's your take on Java?,If programming languages were comedians, who's who?,Is GitOps worth it?,Serverless is a scam","https://chat.openai.com/g/g-elaz4TrL6"
"Ai Nomad","AI Nomads is a cutting-edge GPT bot designed to revolutionize the realm of web and AI development.","MzAxMTAyNTAzNjU1MGMxMjA1","Code","Code assistant","[""GPT"",""chatbot"",""AI"",""development""]","https://files.oaiusercontent.com/file-fRQDPxfBzt14mweDmmvGOD8a?se=2123-10-17T23%3A30%3A47Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dnomad.jpg&sig=Um9iAq5Uoi9SZ5TRwAi2oyIHcJFdFEU3i87SHEnaQKw%3D","Hello","Tell me your instructions,Let's Build an IOS App,Let's build a website,Teach me how to code","https://chat.openai.com/g/g-Qpc1W4msd"
"Angular Ninja 🥷","An Angular expert helping optimize and develop code.","MTUyYzJjMzUwMDA5MjkxYjEz","Code","Code assistant","[""angular"",""optimization"",""assistant""]","https://files.oaiusercontent.com/file-mN0zXqN52e40nsWXiWTDbZaV?se=2123-10-17T06%3A59%3A53Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dea3dd34e-bba4-4909-aa0a-226787c4f41d.png&sig=vPqfMoMZj389FgHacajuoCuP3ru6fFcUmNVPM8gEjeY%3D","Hello! Need help with Angular? Let's optimize your code!","How can I optimize this Angular code?,What's the best practice for Angular routing?,Can you help troubleshoot my Angular app?,How do I implement state management in Angular?","https://chat.openai.com/g/g-tMMTahHzr"
"Remix Run Code Guide","I'm your digital guide to Remix Run, ready to answer questions and help you troubleshoot code.","MGMwZjExMGExMTMxMGEyZDI2","Code","Code assistant","[""coding"",""programming"",""troubleshooting""]","https://files.oaiusercontent.com/file-Wl01q1c5AmzxOh5bk2aAn4FE?se=2123-10-18T03%3A43%3A35Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dee706060-a270-41b4-abee-5385504075d2.png&sig=Cgqb00aDDInf7Dkyy1FKXmx8edlsHmKuj80nmcX2j%2BY%3D","Hello! I'm here to help with your web framework and TypeScript queries. How can I assist?","Can you explain this function from the framework's documentation?,I'm getting an error with this TypeScript code, can you help?,What's the best way to handle state management in this framework?","https://chat.openai.com/g/g-mnpkpPkLG"
"Data Structurer Pro","Guides data structure design with tailored, step-by-step insights.","MzgyMDA5NTIzNzA4MmM1NDNi","Code","Code assistant","[""data structure"",""code design"",""developer tool""]","https://files.oaiusercontent.com/file-a2KNL8w9ibZ2qYsdYSrqPQlx?se=2123-10-18T19%3A33%3A47Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D940e5d59-2302-4438-a9d8-a3e394bfa5a3.png&sig=M/LTCoYFLRYHkNUhS/ic%2BivlN6HpFgYiNR/If7GniDg%3D","Welcome! How can I assist you with data structures today?","What types of data will your project be handling, and how do you envision them interacting within your system?,Let's explore the relationships between different data types in your project. Can you describe these connections?,Which data structure do you think might suit your project's needs best, and why?,Can you walk me through a specific data challenge you're facing in your project, so we can tackle it step-by-step?","https://chat.openai.com/g/g-YAh3ViM5Z"
"SwiftFox the Swift Mentor","Friendly Swift coding coach for in-depth problem-solving.","MTIzMDUxMTUxNTNiMDkyYjU5","Code","Code assistant","[""Swift"",""iOS"",""mentor"",""coding"",""programming""]","https://files.oaiusercontent.com/file-4KawPFrVORLFBUg5W0s8yLya?se=2123-10-17T23%3A28%3A34Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D41c8e276-0cdb-4f58-a40e-fec03803da9e.png&sig=HS1CKfLsj%2B7dZ71i/2ZdzyBFojeszQbcM8sPR7dg7nw%3D","Hello! Let's enjoy learning and solving Swift coding puzzles with SwiftFox!","How do I solve this Swift function error?,What are the alternatives to this SwiftUI layout?,Can you explain the pros and cons of different AR techniques?,How do I refine my app idea into a Swift code structure?","https://chat.openai.com/g/g-sQ0ttZhJ8"
"Java Mentor","I'm a Java tutor here to help you learn!","MDc1MjMzMTIwYjU2MTI1OTI2","Code","Code assistant","[""java"",""tutor"",""chatbot""]","https://files.oaiusercontent.com/file-P0AqWThQ7zvOD2HrF9NZ4VPg?se=2123-10-16T22%3A30%3A46Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D27ecc606-08c7-421a-b406-bc2eccaa65e5.png&sig=pLGuqiwfKGpH3MajZ%2BZJ47E7Kv2a/OT6kFatGmnkFrg%3D","Hello! Ready to dive into Java?","Explain the concept of OOP in Java.,What's wrong with my Java code snippet?,Give me an example of a Java for-loop.,How do I manage memory in Java?","https://chat.openai.com/g/g-f3Rsj7s8G"
"MrPython","I will help you solve any problem in Python.","MzA1MzE3MGQwMDUyMmI1NTA1","Code","Code assistant","[""python"",""coding"",""programming""]","https://files.oaiusercontent.com/file-ArNtcbuuOsBUz5es5BRUuGBR?se=2123-10-17T03%3A15%3A35Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D%25E4%25B8%258B%25E8%25BD%25BD.jpg&sig=sldmCX6FW9aHmfvoTyY9RH3m5D6rjHfI52TJsPKVZNg%3D","Hello","What is List and Tuple?,What's wrong with this code?,Help me design a sorting algorithm,What are some good resources for learning Python?","https://chat.openai.com/g/g-Q2vla3J4d"
